intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,lineage
4999000,0.024389886905865476,0.9892,0.024131302387759682,0.024131302387759682,,,,"GCF_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,960cc77fc7b96d595712107aaa1524b5,0.9998,4946000,10,136971000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
5071000,0.024741171534235613,0.9421795374362995,0.023453127896878447,0.023453127896878447,,,,"GCF_000016425.1 Salinispora tropica CNB-440 strain=CNB-440, ASM1642v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,e41c93cc239f49bd10ebd38dfd343075,0.9939239513916112,4807000,11,132164000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora tropica
4765000,0.02324821186366253,0.9887687188019967,0.02319454337877265,0.02319454337877265,,,,"GCF_000019785.1 Leptothrix cholodnii SP-6 strain=SP-6, ASM1978v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,0f774696d30402cc9416e4339e29d022,0.9910565723793677,4754000,12,127410000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Leptothrix;s__Leptothrix cholodnii
4629000,0.02258467423229672,1.0,0.02258467423229672,0.02258467423229672,,,,"GCF_000010305.1 Gemmatimonas aurantiaca T-27 strain=T-27, ASM1030v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,f3b3f1fde1daf747380e5c34717b290f,1.0,4629000,13,122781000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas aurantiaca
4535000,0.02212605263414682,0.9910382513661202,0.02212117368097501,0.02212117368097501,,,,"GCF_000011965.2 Ruegeria pomeroyi DSS-3 strain=DSS-3, ASM1196v2",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,357c0e8c59953384de1f6c7605a60317,0.9912568306010929,4534000,14,118247000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria_B;s__Ruegeria_B pomeroyi
4168000,0.02033547682009348,0.9997600767754319,0.020330597866921672,0.020330597866921672,,,,"GCF_000022565.1 Acidobacterium capsulatum ATCC 51196 strain=ATCC 51196, ASM2256v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,324074c7287ed934af4fd0a6a459aa30,1.0,4167000,15,114080000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium;s__Acidobacterium capsulatum
3934000,0.019193801777890537,0.9959493670886076,0.019193801777890537,0.019193801777890537,,,,"GCF_000025685.1 Haloferax volcanii DS2 strain=DS2, ASM2568v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,f299f676fc8922337c2c5d4c7d12e93a,0.9959493670886076,3934000,16,110146000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii
3859000,0.018827880290004977,0.9987043275459964,0.01880348552414594,0.01880348552414594,,,,"GCF_000152645.1 Sulfitobacter sp. NAS-14.1 strain=NAS-14.1, ASM15264v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,5f3cd303f3759ada3b1da0fe9f63c1f8,1.0,3854000,17,106292000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus
3775000,0.01841804822357315,0.9992059290629963,0.01841804822357315,0.01841804822357315,,,,"GCF_000007985.2 Geobacter sulfurreducens PCA strain=PCA, ASM798v2",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,d912c0d77ba5f8a7f45a01de0ce478e4,0.9992059290629963,3775000,18,102517000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens
3655000,0.017832573842956254,0.99972647702407,0.017832573842956254,0.017832573842956254,,,,"GCF_000015865.1 Hungateiclostridium thermocellum ATCC 27405 strain=ATCC 27405, ASM1586v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,f16ed0263d531574f7b8c00b25abb975,0.99972647702407,3655000,19,98862000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Hungateiclostridium;s__Hungateiclostridium thermocellum
3247000,0.015841960948858813,1.0,0.015841960948858813,0.015841960948858813,,,,"GCA_003513425.1 Desulfovibrio sp., ASM351342v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,1c729d1b4c2b2aacad37b5a8530f2850,1.0,3247000,20,95615000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Nitratidesulfovibrio;s__Nitratidesulfovibrio vulgaris
3207000,0.015646802821986515,0.9855517983399938,0.015641923868814706,0.015641923868814706,,,,"GCF_001638825.1 Deinococcus radiodurans R1 strain=R1, ASM163882v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,782ec0d7017df4830e1fd7cbe7fbca37,0.9858592068859514,3206000,21,92409000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus radiodurans
2963000,0.014456338248065494,0.9993254637436763,0.014456338248065494,0.014456338248065494,,,,"GCF_000020645.1 Pelodictyon phaeoclathratiforme BU-1 strain=BU-1, ASM2064v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,9b9d2415557f08b37f99abd7b8acc396,0.9993254637436763,2963000,22,89446000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium phaeoclathratiforme
2912000,0.014207511636303315,0.9872939560439561,0.014026990368946439,0.014026990368946439,,,,"GCF_000015125.1 Chlorobium phaeobacteroides DSM 266 strain=DSM 266, ASM1512v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,9902df09c49eae79932ef40dccd508d7,1.0,2875000,23,86571000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium phaeobacteroides
2865000,0.013978200837228364,0.997212543554007,0.013963563977712942,0.013963563977712942,,,,"GCF_000156375.1 Desulfovibrio piger ATCC 29098 strain=ATCC 29098, ASM15637v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,112f1147a84d405033898f45cd1ef747,0.9982578397212544,2862000,24,83709000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger
2848000,0.013895258633307638,1.0,0.013895258633307638,0.013895258633307638,,,,"GCF_000008185.1 Treponema denticola ATCC 35405 strain=ATCC 35405, ASM818v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,16fb896404e24616e97adafab029a609,1.0,2848000,25,80861000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_B;s__Treponema_B denticola
2780000,0.01356348981762473,0.9996402877697842,0.013558610864452923,0.013558610864452923,,,,"GCF_000022325.1 Caldicellulosiruptor bescii DSM 6725 strain=DSM 6725, ASM2232v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,ed73b1c07017b8ce33f625409b0fd142,1.0,2779000,26,78082000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Caldicellulosiruptorales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor;s__Caldicellulosiruptor bescii
2727000,0.013304905299518935,0.9941648431801605,0.013300026346347128,0.013300026346347128,,,,"GCF_000009145.1 Nitrosomonas europaea ATCC 19718 strain=ATCC 19718, ASM914v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,d8ad9d2820efee039b6c50a767a603c8,0.9945295404814004,2726000,27,75356000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas europaea
2701000,0.013178052517051942,1.0,0.013178052517051942,0.013178052517051942,,,,"GCF_008000975.1 Akkermansia muciniphila strain=DSM 22959, ASM800097v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,f3a90d4e5528864a5bcc8434b0d0c3b1,1.0,2701000,28,72655000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
2689000,0.013119505078990252,0.9996281145407214,0.013114626125818445,0.013114626125818445,,,,"GCF_000172575.2 Enterococcus faecalis OG1RF strain=OG1RF, ASM17257v2",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,cc3d6c32716f72f09e2d175fb156dc2b,1.0,2688000,29,69967000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis
2679000,0.013070715547272177,1.0,0.013070715547272177,0.013070715547272177,,,,"GCF_000011205.1 Sulfurisphaera tokodaii str. 7 strain=7, ASM1120v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,15d80d7279c7fe46d00c230ba79b81f3,1.0,2679000,30,67288000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Sulfurisphaera;s__Sulfurisphaera tokodaii
2713000,0.01323659995511363,0.9848875783265757,0.013036562875069525,0.013036562875069525,,,,"GCF_000020465.1 Chlorobium limicola DSM 245 strain=DSM 245, ASM2046v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,289407dcc3b5ed86aac3e60ea778049e,1.0,2672000,31,64616000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium limicola
5168000,0.025214429991900936,0.5099478462429978,0.012880436373571686,0.012880436373571686,,,,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,09a08691ce52952152f0e866a59f6261,0.9982615414332625,2640000,32,61976000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella baltica
2740000,0.013368331690752432,0.9489237504560379,0.012690157199871197,0.012690157199871197,,,,"GCF_000016545.1 Caldicellulosiruptor saccharolyticus DSM 8903 strain=DSM 8903, ASM1654v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,8951157d23d89e5767ac5c7752d251d7,0.9996351696461145,2601000,33,59375000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Caldicellulosiruptorales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor;s__Caldicellulosiruptor saccharolyticus
2516000,0.012275446180267562,1.0,0.012275446180267562,0.012275446180267562,,,,"GCA_003514505.1 Proteiniclasticum sp., ASM351450v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,fe6d742c112f60d53d86508f92cd2b32,1.0,2516000,34,56859000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum;s__Proteiniclasticum sp003514505
2464000,0.012021740615333574,0.9995941558441559,0.012016861662161767,0.012016861662161767,,,,"GCF_013137915.1 Fusobacterium nucleatum strain=Fn12230, ASM1313791v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,a4026f5ca15ccc6b14abb7b7e5e494cb,1.0,2463000,35,54396000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium polymorphum
2246000,0.010958128823879549,0.9986660738105825,0.010958128823879549,0.010958128823879549,,,,"GCF_000007225.1 Pyrobaculum aerophilum str. IM2 strain=IM2, ASM722v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,4a154932a9c5ad4a44c2692edf8a6b34,0.9986660738105825,2246000,36,52150000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum aerophilum
2210000,0.01078248650969448,0.9990954319312528,0.010777607556522673,0.010777607556522673,,,,"GCF_000019085.1 Thermoanaerobacter pseudethanolicus ATCC 33223 strain=ATCC 33223; 39E, ASM1908v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,123f408fa4f07b259bd53f8497dd56d2,0.9995477159656264,2209000,37,49941000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter pseudethanolicus
2169000,0.010582449429650375,0.9981558321807285,0.010562933616963144,0.010562933616963144,,,,"GCF_000006985.1 Chlorobaculum tepidum TLS strain=TLS, ASM698v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,d49c2de1c1a924d92e841802e1c57c93,1.0,2165000,38,47776000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum tepidum
2171000,0.010592207335993989,0.9926369075011505,0.010523901991588685,0.010523901991588685,,,,"GCF_000016385.1 Pyrobaculum arsenaticum DSM 13514 strain=DSM 13514, ASM1638v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,299321db294df4cb4ec008e414d200ae,0.9990796134376438,2157000,39,45619000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum arsenaticum
2139000,0.010436080834496151,0.998133457769482,0.010436080834496151,0.010436080834496151,,,,"GCF_000008665.1 Archaeoglobus fulgidus DSM 4304 strain=DSM 4304, ASM866v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,cee0a3fb7b00990a22be02b2b0a78418,0.998133457769482,2139000,40,43480000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus
2130000,0.010392170255949884,0.9865678554886521,0.010392170255949884,0.010392170255949884,,,,"GCF_003054575.1 Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821 strain=ZM4 = ATCC 31821, ASM305457v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,9dee15cb77f3c2e0894f7124dc2bc0b5,0.9865678554886521,2130000,41,41350000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Zymomonas;s__Zymomonas mobilis
2129000,0.010387291302778077,0.9995302959135745,0.010382412349606268,0.010382412349606268,,,,"GCA_003450455.1 Thermus sp., ASM345045v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,c186b17aff4173aa9f4513b49bfef5c8,1.0,2128000,42,39222000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus thermophilus
2113000,0.010309228052029157,0.9981069569332702,0.010289712239341926,0.010289712239341926,,,,"GCF_001314265.1 Porphyromonas gingivalis 381 strain=381, ASM131426v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,e7e266e536fc440fcfa4d2bb82cff958,1.0,2109000,43,37113000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis
2076000,0.010128706784672281,0.9956647398843931,0.010084796206126014,0.010084796206126014,,,,"GCF_000016085.1 Chlorobium phaeovibrioides DSM 265 strain=DSM 265, ASM1608v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,33d6fc5ba0f518b036e13135976c5f43,1.0,2067000,44,35046000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium phaeovibrioides
2030000,0.009904274938769138,1.0,0.009904274938769138,0.009904274938769138,,,,"GCF_900637325.1 Wolinella succinogenes strain=NCTC11488, 50569_E01",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,cdce2f97e9d8a510cf0ad4ea74b3868d,1.0,2030000,45,33016000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Wolinella;s__Wolinella succinogenes
1997000,0.009743269484099492,1.0,0.009743269484099492,0.009743269484099492,,,,"GCF_000021565.1 Persephonella marina EX-H1 strain=EX-H1, ASM2156v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,05abaf28975f70b7399c549052f64e01,1.0,1997000,46,31019000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__Persephonella marina
1985000,0.009684722046037802,0.9974811083123426,0.009660327280178765,0.009660327280178765,,,,"GCA_000015805.1 Pyrobaculum calidifontis JCM 11548 strain=JCM 11548, ASM1580v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,ad83523f64ee0e17faf8b825d5201533,1.0,1980000,47,29039000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum calidifontis
3519000,0.01716903621159044,0.5545454545454546,0.009523716591368156,0.009523716591368156,,,,"GCF_000152605.1 Sulfitobacter sp. EE-36 strain=EE-36, ASM15260v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,272eda69da90813c8c2e841e0555e5b0,0.9997159090909091,1952000,48,27087000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus
1852000,0.00903582127418741,0.9983818770226537,0.009030942321015603,0.009030942321015603,,,,"GCF_000018945.1 Thermotoga neapolitana DSM 4359 strain=DSM 4359, ASM1894v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,1d815f5d470aaafbbca434a2c84f7dc1,0.9989212513484358,1851000,49,25236000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga neapolitana
