intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,lineage
2569000,0.025290660471160378,0.7332952598515134,0.025280815916675692,0.025280815916675692,,,,"GCF_001949465.1 Clostridium perfringens strain=JFP833, ASM194946v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,b6f5bb879c43a66576a945b4ccdd597c,0.7335808109651628,2568000,10,57499000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens
2500000,0.02461138621171699,0.7455904334828102,0.02455231888480887,0.02455231888480887,,,,"GCF_001406815.1 Roseburia faecis strain=M72, M72",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,2761b9bfb8ee41b7d2e36ef75953884e,0.7473841554559043,2494000,11,55005000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
2488000,0.024493251557900747,0.8022049286640727,0.024355427795115132,0.024355427795115132,,,,"GCF_002865285.1 [Ruminococcus] gnavus strain=RJX1128, ASM286528v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,d2c41dd24b3078c44e28084a85ad4dfa,0.8067444876783398,2474000,12,52531000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus
2407000,0.023695842644641116,0.4316702819956616,0.023508796109432066,0.023508796109432066,,,,"GCF_000242155.1 Lachnospiraceae bacterium 7_1_58FAA strain=7_1_58FAA, Lach_bact_7_1_58FAA_V1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,5188a18cdf61f976d782a46b9df72fff,0.43510484454085324,2388000,13,50143000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii
2377000,0.023400506010100512,0.7127371273712737,0.023302060465253644,0.023302060465253644,,,,"GCF_902362985.1 Anaerostipes caccae, MGYG-HGUT-00080",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,78e10d143a1a8d463505089a740df662,0.715748268593797,2367000,14,47776000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae
2393000,0.023558018881855502,0.7813021702838063,0.0230362574941671,0.0230362574941671,,,,"GCA_900066185.1 uncultured Ruminococcus sp., 13414_6#30",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,a349f0f9a966d7bfd99f67f8c33f19aa,0.7989983305509182,2340000,15,45436000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques
2302000,0.022662164423749003,0.7404186795491143,0.022632630760294942,0.022632630760294942,,,,"GCA_900066685.1 uncultured Clostridium sp., 14207_7#27",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,25ce06858f5b2a62cd0506bdc16e62ae,0.7413848631239935,2299000,16,43137000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii
2334000,0.02297719016725898,0.6075814201815269,0.022406206007147145,0.022406206007147145,,,,"GCF_005844125.1 Pseudoflavonifractor sp. BSD2780061688st1 E11 strain=BSD2780061688st1_E11, ASM584412v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,6d816a43320546aa84bf433d68025e92,0.6230646022423919,2276000,17,40861000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas sp002161525
1934000,0.019039368373384262,0.7023411371237458,0.018606207976058043,0.018606207976058043,,,,"GCF_002160695.1 [Clostridium] spiroforme strain=An149, ASM216069v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,e3a30d877559d0dca154adb466333ea9,0.7186919360832404,1890000,18,38971000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium spiroforme
1891000,0.01861605253054273,0.7301092043681747,0.018429005995333682,0.018429005995333682,,,,"GCF_004683745.1 Bifidobacterium dentium strain=ATCC 15424, ASM468374v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,eb8d0faba2ce5369ae1ded4ac20e632e,0.7375195007800313,1872000,19,37099000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium
1821000,0.017926933716614656,0.6285511363636364,0.01742486143789563,0.01742486143789563,,,,"GCA_902363725.1 Lachnospiraceae bacterium, MGYG-HGUT-00148",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,5b08fb8672bed26e590d532f79ad11d7,0.6466619318181818,1770000,20,35329000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis
1570000,0.015455950540958269,0.6424167694204685,0.015387038659565462,0.015387038659565462,,,,"GCA_900540465.1 uncultured Clostridium sp., UMGS249",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,d26fe8a1f1609355fcceb73903e5c019,0.6452938758734074,1563000,21,33766000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis
1560000,0.015357504996111401,0.5136212624584717,0.015219681233325786,0.015219681233325786,,,,"GCA_000432335.1 Firmicutes bacterium CAG:646, MGS646",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,081d92c6c47d817de4ac7e8d950a0bc3,0.5182724252491694,1546000,22,32220000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp000432335
1285000,0.012650252512822532,0.5650835532102023,0.012650252512822532,0.012650252512822532,,,,"GCF_002005185.1 Veillonella parvula strain=UTDB1-3, ASM200518v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,5bb1d2c925b9b1bf01edf18d7c60e249,0.5650835532102023,1285000,23,30935000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A
1195000,0.01176424260920072,0.5646161182641869,0.011655952509869167,0.011655952509869167,,,,"GCA_900555025.1 uncultured Blautia sp., UMGS1786",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,e8981a6b457a5dafde2a8c2c843f0bd1,0.569861707200763,1184000,24,29751000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900555025
929000,0.009145591116274034,0.2645457151046145,0.009086523789365912,0.009086523789365912,,,,"GCF_003284655.1 Clostridium paraputrificum strain=Gcol.A11, ASM328465v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,2ccabccdb85bba5b4aeb707c9fa7247a,0.26626540556033246,923000,25,28828000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
907000,0.008929010917610924,0.29429037520391516,0.00887978814518749,0.00887978814518749,,,,"GCF_001404715.1 Turicibacter sanguinis strain=2789STDY5608821, 13414_6#5",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,4a54412ebe13490d813f249e7a2cd6c6,0.2959216965742251,902000,26,27926000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis
825000,0.008121757449866606,0.3869606003752345,0.008121757449866606,0.008121757449866606,,,,"GCF_902859015.1 Streptococcus salivarius, Ssal_N5",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,5ecc78d427c0fa49bf6a3e5b55d1b01d,0.3869606003752345,825000,27,27101000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435
842000,0.008289114876106281,0.34939216569113013,0.007639374280116953,0.007639374280116953,,,,"GCF_000179755.1 Veillonella atypica ACS-134-V-Col7a strain=ACS-134-V-Col7a, ASM17975v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,a8c8d491e08c4b19d9cf051f564600da,0.37910850968032417,776000,28,26325000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella atypica
606000,0.005965800017720198,0.32438238453276047,0.005946110908750825,0.005946110908750825,,,,"GCA_900542375.1 uncultured Ruminococcaceae bacterium, UMGS454",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,fed98fe06f36d89d113198957fefae2c,0.32545649838882923,604000,29,25721000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900542375
607000,0.005975644572204885,0.15102860010035124,0.0059264217997814506,0.0059264217997814506,,,,"GCA_014384995.1 Lachnospiraceae bacterium NSJ-12 strain=NSJ-12, ASM1438499v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,c88f7e1fe2c6e7904c59be86aea70d58,0.1522829904666332,602000,30,25119000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Niameybacter;s__Niameybacter sp900549765
747000,0.007353882200061036,0.27285714285714285,0.005640929719725534,0.005640929719725534,,,,"GCF_010604095.1 Streptococcus vestibularis strain=AS012761, ASM1060409v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,1011a3c923fa78a46b088ee068f5a605,0.3557142857142857,573000,31,24546000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187445
579000,0.0056999970466336545,0.13675623800383876,0.005611396056271474,0.005611396056271474,,,,"GCF_002302115.1 Clostridioides difficile strain=7455-A/ST43, ASM230211v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,0034ed2df0ef86d9fcecdf08e4df8d32,0.138915547024952,570000,32,23976000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile
568000,0.0055917069473021,0.2623031496062992,0.005247147540338062,0.005247147540338062,,,,"GCF_001808725.1 Streptococcus sp. HMSC074F05 strain=HMSC074F05, ASM180872v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,a8443bacc38c914819de2eff00c42900,0.2795275590551181,533000,33,23443000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B
570000,0.005611396056271474,0.2242503259452412,0.005079790114098387,0.005079790114098387,,,,"GCF_902167545.1 Bifidobacterium longum subsp. longum, B.longum_ssp_longum_mod2",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,64bff7f404546c8cece107954a4cb02b,0.24771838331160365,516000,34,22927000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum
491000,0.004833676251981217,0.12158054711246201,0.004725386152649662,0.004725386152649662,,,,"GCA_900012755.1 Clostridioides difficile, Peptoclostridium difficile",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,2849ebb9fb161e5aa3cf2927e482d20b,0.12436676798378926,480000,35,22447000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter othiniensis
750000,0.007383415863515097,0.24120603015075376,0.004725386152649662,0.004725386152649662,,,,"GCF_000180075.1 Streptococcus vestibularis F0396 strain=F0396, ASM18007v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,3626e925495c83b081ba4a216b792523,0.3768844221105528,480000,36,21967000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis
2279000,0.022435739670601206,0.11509021323127391,0.004144557438053141,0.004144557438053141,,,,"GCF_002160935.1 Drancourtella sp. An12 strain=An12, ASM216093v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,4bec388f779c28cf30e135f228d15078,0.6230180426462548,421000,37,21546000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas sp002161525
1264000,0.01244351686864411,0.1863410221619177,0.00405595644769096,0.00405595644769096,,,,"GCF_000215025.1 Veillonella parvula ACS-068-V-Sch12 strain=ACS-068-V-Sch12, ASM21502v2",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,054c38f203e1e1565fe0dff93aca248c,0.5716870194482134,412000,38,21134000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A
2274000,0.022386516898177774,0.1379542395693136,0.004036267338721586,0.004036267338721586,,,,"GCF_005845095.1 Intestinibacter bartlettii strain=BSD2780061688st1_A9, ASM584509v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,213f9e97b9c30ee04e49d89798020cff,0.7651413189771198,410000,39,20724000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii
411000,0.004046111893206273,0.10032605969400551,0.003937821793874718,0.003937821793874718,,,,"GCF_900217175.1 Clostridium tertium, ASM90021717v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,d144b1319d4ad2bcbd32904115673f46,0.10308502633559068,400000,40,20324000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium tertium
2289000,0.022534185215448074,0.10443794844538931,0.0038689099124819106,0.0038689099124819106,,,,"GCF_002221645.1 Flavonifractor plautii strain=YL31, ASM222164v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,aae5e198dca9a13d7ca553c9a4da3e8e,0.6082912569758172,393000,41,19931000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii
2285000,0.022494806997509328,0.1015112631879099,0.0035046613965484994,0.0035046613965484994,,,,"GCF_003850125.1 Clostridium perfringens strain=SC4-C13, ASM385012v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,78e2bbd645e8b6d7d8027bcb543e0813,0.6515540347875677,356000,42,19575000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens
350000,0.0034455940696403783,0.19196919691969197,0.0034357495151556916,0.0034357495151556916,,,,"GCF_900759455.1 Erysipelotrichaceae bacterium, ERS608587_67",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,bc309771a768462dbba64f3cffbbb20c,0.1925192519251925,349000,43,19226000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__Merdibacter sp900759455
2295000,0.022593252542356196,0.09469906129210381,0.003376682188247571,0.003376682188247571,,,,"GCF_001405615.1 Roseburia faecis strain=2789STDY5608863, 13414_6#47",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,e94c2e2f46708c3df68b1dae737c7a3d,0.6336278299282164,343000,44,18883000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
4527000,0.04456629815217712,0.06338818249813014,0.0033373039703088235,0.0033373039703088235,,,,"GCF_900447015.1 Enterocloster clostridioformis strain=NCTC11224, 57530_A01",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,7e0ff5ec5afa16aef3ee2ba3895dd05d,0.8464846671652955,339000,45,18544000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis
354000,0.0034849722875791257,0.12122302158273382,0.0033176148613394503,0.0033176148613394503,,,,"GCF_902362555.1 Turicibacter sanguinis, MGYG-HGUT-00037",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,99ebc08bb18947a40a71b7362a0b709f,0.12733812949640289,337000,46,18207000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sp001543345
4158000,0.040933657547327695,0.0571771978021978,0.003278236643400703,0.003278236643400703,,,,"GCA_003434745.1 Dorea longicatena strain=AM25-9, ASM343474v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,b7fd84b271123430ef522d58dabe7d6e,0.7139423076923077,333000,47,17874000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis
316000,0.0031108792171610274,0.08559861191440139,0.0029139881274672917,0.0029139881274672917,,,,"GCF_902362765.1 Clostridium disporicum, MGYG-HGUT-00047",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,6057e3bdb2dafbdbccd937ca17ba58a0,0.0913823019086177,296000,48,17578000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum_A
1476000,0.01453056241939771,0.05659600740893188,0.002707252483288869,0.002707252483288869,,,,"GCF_000424325.1 [Clostridium] clostridioforme AGR2157 strain=AGR2157, ASM42432v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,dcf743ecbf716c7db8255b85c5ef9ec0,0.3037662070384853,275000,49,17303000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis_A
1472000,0.014491184201458963,0.09116022099447514,0.002598962383957314,0.002598962383957314,,,,"GCF_900106845.1 Romboutsia timonensis strain=Marseille-P326, PRJEB14233",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,68febb7358a4837cbde8eb55523b5d94,0.5082872928176796,264000,50,17039000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis
428000,0.004213469319445948,0.1204644412191582,0.002451294066687012,0.002451294066687012,,,,"GCF_009710845.1 Veillonella dispar strain=BIOML-A1, ASM971084v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,83b079030f48b4ea30496a5fe893d2ad,0.20706337687469764,249000,51,16790000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar_A
